id,product_id,family_id,manufacturer_id,model_name,full_name,release_year,discontinued_year,status,category,design,driver_type,driver_size_mm,impedance_ohms,sensitivity_db,wireless,anc,predecessor,successor,notes,date_added,fit,msrp_usd,sound_signature,connector_type,detachable_cable,weight_g,spec_confidence
381,BW_P3,39,11,P3,Bowers & Wilkins P3,2011,,Discontinued,Headphone,Closed Back,Dynamic,,32,106,No,No,,,,,On-Ear,200,,,,138,Estimated
382,BW_P5S2,39,11,P5 Series 2,Bowers & Wilkins P5 Series 2,2014,,Discontinued,Headphone,Closed Back,Dynamic,,32,105,No,No,BW_P5,,,,On-Ear,350,,,,,Estimated
383,BW_P7WIRELESS,39,11,P7 Wireless,Bowers & Wilkins P7 Wireless,2015,,Discontinued,Headphone,Closed Back,Dynamic,,22,102,Yes,No,,,,,Over-Ear,,,,,,Estimated
384,BW_PX5,40,11,PX5,Bowers & Wilkins PX5,2019,,Discontinued,Headphone,Closed Back,Dynamic,,32,100,Yes,Yes,,,On-ear ANC,,On-Ear,280,,Wireless,No,237,Estimated
385,AUDEZE_LCD2C,23,8,LCD-2 Classic,Audeze LCD-2 Classic,2018,,Active,Headphone,Open Back,Planar Magnetic,106,70,101,No,No,,,,,Over-Ear,900,Warm Neutral,Dual mini-XLR,Yes,545,Verified
386,AUDEZE_LCDGX,23,8,LCD-GX,Audeze LCD-GX,2019,,Active,Gaming,Open Back,Planar Magnetic,106,20,103,No,No,,,Open-back gaming,,Over-Ear,,,,,,Estimated
387,AUDEZE_LCD4Z,23,8,LCD-4z,Audeze LCD-4z,2017,,Active,Headphone,Open Back,Planar Magnetic,106,15,98,No,No,,,Low-impedance LCD-4,,Over-Ear,,,,,,Estimated
388,AUDEZE_LCDXC2021,23,8,LCD-XC (2021),Audeze LCD-XC (2021),2021,,Active,Headphone,Closed Back,Planar Magnetic,106,20,103,No,No,AUDEZE_LCDXC,,,,Over-Ear,,,,,,Estimated
389,AUDEZE_CRBN2,26,8,CRBN2,Audeze CRBN2,2024,,Active,Headphone,Open Back,Electrostatic,,,102,No,No,AUDEZE_CRBN,,,,Over-Ear,4500,,Electrostatic,,,Estimated
390,STEEL_ARCTIS5,56,18,Arctis 5,SteelSeries Arctis 5,2017,,Discontinued,Gaming,Closed Back,Dynamic,40,32,98,No,No,,,,,Over-Ear,100,,,,,Estimated
391,STEEL_NOVA1,55,18,Arctis Nova 1,SteelSeries Arctis Nova 1,2022,,Active,Gaming,Closed Back,Dynamic,40,32,98,No,No,,,,,Over-Ear,50,,,,,Estimated
392,STEEL_NOVA7X,55,18,Arctis Nova 7X,SteelSeries Arctis Nova 7X,2022,,Active,Gaming,Closed Back,Dynamic,40,32,98,Yes,No,,,,,Over-Ear,180,,,,,Estimated
393,STEEL_NOVAPROOMNI,55,18,Arctis Nova Pro Omni,SteelSeries Arctis Nova Pro Omni,2025,,Active,Gaming,Closed Back,Dynamic,40,32,100,Yes,Yes,STEEL_NOVAPRO,,,,Over-Ear,350,,,,,Estimated
394,HYPERX_CLOUD,57,19,Cloud,HyperX Cloud,2014,,Discontinued,Gaming,Closed Back,Dynamic,53,60,98,No,No,,HYPERX_CLOUD2,,,Over-Ear,80,,,,,Estimated
395,HYPERX_CLOUD2W,57,19,Cloud II Wireless,HyperX Cloud II Wireless,2020,,Active,Gaming,Closed Back,Dynamic,40,32,98,Yes,No,,,,,Over-Ear,150,,,,,Estimated
396,HYPERX_CLOUDFLIGHT,57,19,Cloud Flight,HyperX Cloud Flight,2018,,Active,Gaming,Closed Back,Dynamic,40,32,98,Yes,No,,,,,Over-Ear,160,,,,,Estimated
397,RAZER_KRAKENKITTYV2,59,20,Kraken Kitty V2,Razer Kraken Kitty V2,2022,,Active,Gaming,Closed Back,Dynamic,50,32,109,No,No,,,,,Over-Ear,100,,,,,Estimated
398,RAZER_BARRACUDAPRO,103,20,Barracuda Pro,Razer Barracuda Pro,2022,,Active,Gaming,Closed Back,Dynamic,40,32,100,Yes,Yes,,,"ANC, hybrid gaming/lifestyle",,Over-Ear,200,,,,,Estimated
399,RAZER_BLACKSHARKV2X,58,20,BlackShark V2 X,Razer BlackShark V2 X,2020,,Active,Gaming,Closed Back,Dynamic,40,32,100,No,No,,,,,Over-Ear,60,,,,,Estimated
400,LOGI_G933,61,21,G933 Artemis Spectrum,Logitech G933 Artemis Spectrum,2015,,Discontinued,Gaming,Closed Back,Dynamic,40,39,107,Yes,No,,,,,Over-Ear,150,,,,,Estimated
401,LOGI_GPROXWL,60,21,G Pro X Wireless,Logitech G Pro X Wireless,2020,,Active,Gaming,Closed Back,Dynamic,50,35,91,Yes,No,,,,,Over-Ear,200,,,,,Estimated
402,CORSAIR_VOID,65,24,Void RGB Elite Wireless,Corsair Void RGB Elite Wireless,2019,,Active,Gaming,Closed Back,Dynamic,50,32,103,Yes,No,,,,,Over-Ear,100,,,,,Estimated
403,TB_STEALTH600G2,63,23,Stealth 600 Gen 2,Turtle Beach Stealth 600 Gen 2,2020,,Active,Gaming,Closed Back,Dynamic,50,32,95,Yes,No,,,,,Over-Ear,100,,Wireless,No,290,Estimated
404,TB_STEALTHPRO2,63,23,Stealth Pro II,Turtle Beach Stealth Pro II,2025,,Active,Gaming,Closed Back,Dynamic,50,32,95,Yes,Yes,TB_STEALTHPRO,,,,Over-Ear,250,,,,,Estimated
405,BO_H4,80,35,Beoplay H4,Bang & Olufsen Beoplay H4,2017,,Discontinued,Headphone,Closed Back,Dynamic,,32,104,Yes,No,,,,,On-Ear,300,V-Shaped,,No,235,Estimated
406,BO_H9,80,35,Beoplay H9,Bang & Olufsen Beoplay H9,2017,,Discontinued,Headphone,Closed Back,Dynamic,,32,102,Yes,Yes,,,,,On-Ear,500,V-Shaped,,No,250,Estimated
407,BO_PORTAL,105,35,Beoplay Portal,Bang & Olufsen Beoplay Portal,2021,,Active,Gaming,Closed Back,Dynamic,,32,98,Yes,Yes,,,Gaming/lifestyle hybrid,,Over-Ear,,,,,,Estimated
408,JBL_LIVE770NC,84,38,Live 770NC,JBL Live 770NC,2023,,Active,Headphone,Closed Back,Dynamic,40,32,104,Yes,Yes,,,,,Over-Ear,250,V-Shaped,,,232,Estimated
409,JBL_QUANTUM910,106,38,Quantum 910 Wireless,JBL Quantum 910 Wireless,2022,,Active,Gaming,Closed Back,Dynamic,50,32,100,Yes,Yes,,,,,Over-Ear,250,,,,,Estimated
410,MARSHALL_MIDANC,82,37,Mid ANC,Marshall Mid ANC,2018,,Discontinued,Headphone,Closed Back,Dynamic,40,32,95,Yes,Yes,,,,,On-Ear,200,,Wireless,No,210,Estimated
411,SKULL_HESH3,85,39,Hesh 3,Skullcandy Hesh 3,2018,,Discontinued,Headphone,Closed Back,Dynamic,40,40,105,Yes,No,,,,,Over-Ear,,,,,,Estimated
412,SKULL_CRUSHERANC,85,39,Crusher ANC,Skullcandy Crusher ANC,2019,,Discontinued,Headphone,Closed Back,Dynamic,40,32,95,Yes,Yes,,SKULL_CRUSHERANC2,,,Over-Ear,,,,,,Estimated
413,BEATS_STUDIO2013,51,16,Studio (2013),Beats Studio (2013),2013,,Discontinued,Headphone,Closed Back,Dynamic,40,32,104,No,Yes,,BEATS_STUDIO2,Redesigned wired Studio,,Over-Ear,,,,,,Estimated
414,BEATS_MIXR,107,16,Mixr,Beats Mixr,2011,,Discontinued,Headphone,Closed Back,Dynamic,40,32,110,No,No,,,"DJ on-ear, David Guetta",,On-Ear,,Bassy,,No,197,Estimated
415,BEATS_PRO,107,16,Pro,Beats Pro,2011,,Discontinued,Headphone,Closed Back,Dynamic,40,32,104,No,No,,,All-metal over-ear,,Over-Ear,,,,,,Estimated
416,BEATS_EXECUTIVE,108,16,Executive,Beats Executive,2012,,Discontinued,Headphone,Closed Back,Dynamic,40,32,104,No,Yes,,,Aluminum ANC over-ear,,Over-Ear,,,,,,Estimated
417,BEATS_SOLO2,52,16,Solo 2,Beats Solo 2,2014,,Discontinued,Headphone,Closed Back,Dynamic,40,32,110,No,No,,BEATS_SOLO3,,,On-Ear,,,,,,Estimated
418,BEATS_SOLOPRO,52,16,Solo Pro,Beats Solo Pro,2019,,Discontinued,Headphone,Closed Back,Dynamic,40,32,110,Yes,Yes,,,On-ear ANC,,On-Ear,300,,Wireless,,260,Estimated
419,BEATS_EP,52,16,EP,Beats EP,2016,,Active,Headphone,Closed Back,Dynamic,40,32,110,No,No,,,Budget wired on-ear,,On-Ear,,Bassy,,No,155,Estimated
420,SONY_MDR100ABN,112,1,MDR-100ABN,Sony MDR-100ABN (h.ear on),2015,,Discontinued,Headphone,Closed Back,Dynamic,40,46,103,Yes,Yes,,SONY_WHH900N,h.ear series ANC,,Over-Ear,249,,,,,Estimated
421,SONY_MDR100AAP,112,1,MDR-100AAP,Sony MDR-100AAP (h.ear on),2015,,Discontinued,Headphone,Closed Back,Dynamic,40,24,105,No,No,,,,,Over-Ear,199,,,,,Estimated
422,SONY_MDR10R,2,1,MDR-10R,Sony MDR-10R,2013,,Discontinued,Headphone,Closed Back,Dynamic,40,24,105,No,No,,,,,Over-Ear,200,,,,,Estimated
423,SONY_MDR10RBT,2,1,MDR-10RBT,Sony MDR-10RBT,2013,,Discontinued,Headphone,Closed Back,Dynamic,40,32,102,Yes,No,,,,,Over-Ear,250,,,,,Estimated
424,JBL_EVEREST700,109,38,Everest 700,JBL Everest 700,2015,,Discontinued,Headphone,Closed Back,Dynamic,40,32,103,Yes,No,,,,,Over-Ear,200,,,,,Estimated
425,JBL_EVEREST710,109,38,Everest 710,JBL Everest 710,2016,,Discontinued,Headphone,Closed Back,Dynamic,40,32,103,Yes,No,,,,,Over-Ear,200,,,,,Estimated
426,JBL_EVERESTELITE750,109,38,Everest Elite 750NC,JBL Everest Elite 750NC,2016,,Discontinued,Headphone,Closed Back,Dynamic,40,32,105,Yes,Yes,,,,,Over-Ear,300,,,,,Estimated
427,JBL_TUNE750,110,38,Tune 750BTNC,JBL Tune 750BTNC,2019,,Discontinued,Headphone,Closed Back,Dynamic,40,32,104,Yes,Yes,,,,,Over-Ear,130,,,,,Estimated
428,JBL_TUNE760,110,38,Tune 760NC,JBL Tune 760NC,2021,,Active,Headphone,Closed Back,Dynamic,40,32,104,Yes,Yes,,,,,Over-Ear,100,,,,,Estimated
429,JBL_TUNE770,110,38,Tune 770NC,JBL Tune 770NC,2023,,Active,Headphone,Closed Back,Dynamic,40,32,104,Yes,Yes,,,,,Over-Ear,100,,,,,Estimated
430,SKULL_HESH2,111,39,Hesh 2 Wireless,Skullcandy Hesh 2 Wireless,2015,,Discontinued,Headphone,Closed Back,Dynamic,40,40,105,Yes,No,,,,,Over-Ear,,,,,,Estimated
431,SKULL_HESHANC,111,39,Hesh ANC,Skullcandy Hesh ANC,2020,,Active,Headphone,Closed Back,Dynamic,40,32,98,Yes,Yes,,,,,Over-Ear,,,,,,Estimated
432,SKULL_HESHEVO,111,39,Hesh Evo,Skullcandy Hesh Evo,2020,,Active,Headphone,Closed Back,Dynamic,40,40,95,Yes,No,,,,,Over-Ear,,,,,,Estimated
433,SKULL_CRUSHER540,85,39,Crusher 540 Active,Skullcandy Crusher 540 Active,2025,,Active,Headphone,Closed Back,Dynamic,40,32,95,Yes,No,,,"Sensory bass, fitness-focused",,Over-Ear,,,,,,Estimated
434,MARSHALL_MAJOR2,113,37,Major II,Marshall Major II,2014,,Discontinued,Headphone,Closed Back,Dynamic,40,64,103,No,No,,MARSHALL_MAJOR3,,,On-Ear,100,,,No,170,Estimated
435,MARSHALL_MAJOR3,113,37,Major III,Marshall Major III,2018,,Discontinued,Headphone,Closed Back,Dynamic,40,64,103,Yes,No,MARSHALL_MAJOR2,MARSHALL_MAJOR4,,,On-Ear,100,,,No,165,Estimated
436,MARSHALL_MONITOR,82,37,Monitor,Marshall Monitor,2013,,Discontinued,Headphone,Closed Back,Dynamic,40,64,99,No,No,,MARSHALL_MONITOR2,,,Over-Ear,250,,,,249,Estimated
437,MARSHALL_MONITOR3,82,37,Monitor III ANC,Marshall Monitor III ANC,2024,,Active,Headphone,Closed Back,Dynamic,40,32,96,Yes,Yes,MARSHALL_MONITOR2,,100hr battery,,Over-Ear,,,,,,Estimated
438,ANKER_LIFEQ30,86,40,Life Q30,Anker Soundcore Life Q30,2020,,Active,Headphone,Closed Back,Dynamic,40,32,100,Yes,Yes,,,,,Over-Ear,60,,,No,260,Estimated
439,ANKER_LIFEQ20,86,40,Life Q20,Anker Soundcore Life Q20,2019,,Active,Headphone,Closed Back,Dynamic,40,32,100,Yes,Yes,,,,,Over-Ear,40,,,No,253,Estimated
440,TECH_EAHA800M2,87,41,EAH-A800M2,Technics EAH-A800M2,2025,,Active,Headphone,Closed Back,Dynamic,40,32,100,Yes,Yes,TECH_EAHA800,,,,Over-Ear,380,V-Shaped,Wireless,No,,Estimated
441,RAZER_KRAKENV4,59,20,Kraken V4,Razer Kraken V4,2025,,Active,Gaming,Closed Back,Dynamic,50,32,109,Yes,No,,,,,Over-Ear,150,,,,,Estimated
442,RAZER_BLACKSHARKV3,58,20,BlackShark V3,Razer BlackShark V3,2025,,Active,Gaming,Closed Back,Dynamic,50,32,100,No,No,,,,,Over-Ear,150,,,,,Estimated
443,STEEL_NOVA5X,55,18,Arctis Nova 5X,SteelSeries Arctis Nova 5X,2024,,Active,Gaming,Closed Back,Dynamic,40,32,98,Yes,No,,,,,Over-Ear,130,,,,,Estimated
444,LOGI_G935,61,21,G935,Logitech G935,2019,,Active,Gaming,Closed Back,Dynamic,40,39,107,Yes,No,,,,,Over-Ear,170,,,,,Estimated
445,ASTRO_A40,62,22,A40 TR Gen 2,Astro A40 TR (Gen 2),2019,,Active,Gaming,Open Back,Dynamic,40,48,118,No,No,,,,,Over-Ear,130,,3.5mm,No,368,Estimated
446,CORSAIR_HS80MAX,65,24,HS80 Max Wireless,Corsair HS80 Max Wireless,2023,,Active,Gaming,Closed Back,Dynamic,50,32,100,Yes,No,,,,,Over-Ear,180,,,,,Estimated
447,SENN_HD414,114,2,HD 414,Sennheiser HD 414,1968,,Discontinued,Headphone,Open Back,Dynamic,,2000,92,No,No,,,World's first open-back hi-fi headphone,,Over-Ear,50,,,,,Estimated
448,SENN_HD580,4,2,HD 580 Precision,Sennheiser HD 580 Precision,1991,,Discontinued,Headphone,Open Back,Dynamic,,300,97,No,No,,SENN_HD600,Direct ancestor of the HD 600,,Over-Ear,350,,,,,Estimated
449,SENN_HD540,114,2,HD 540 Reference,Sennheiser HD 540 Reference,1985,,Discontinued,Headphone,Open Back,Dynamic,,300,94,No,No,,,,,Over-Ear,450,,,,,Estimated
450,SENN_HD25_1,4,2,HD 25-1,Sennheiser HD 25-1,1988,,Legacy Active,Studio,Closed Back,Dynamic,25,70,120,No,No,,,On-ear monitoring/DJ standard,,On-Ear,150,Bright,3.5mm,No,140,Verified
451,SENN_HD555,89,2,HD 555,Sennheiser HD 555,2005,,Discontinued,Headphone,Open Back,Dynamic,,50,112,No,No,,SENN_HD558,,,Over-Ear,150,,,,260,Estimated
452,SENN_HD595,89,2,HD 595,Sennheiser HD 595,2005,,Discontinued,Headphone,Open Back,Dynamic,,50,112,No,No,,SENN_HD598,,,Over-Ear,200,,,,,Estimated
453,SENN_HD280PRO,115,2,HD 280 Pro,Sennheiser HD 280 Pro,2003,,Active,Studio,Closed Back,Dynamic,40,64,113,No,No,,,Studio monitoring staple,,Over-Ear,100,Neutral,,,,Verified
454,SENN_HD202,115,2,HD 202,Sennheiser HD 202,2003,,Discontinued,Headphone,Closed Back,Dynamic,40,32,111,No,No,,,,,On-Ear,50,,,,,Estimated
455,SENN_PX100,114,2,PX 100,Sennheiser PX 100,2003,,Discontinued,Headphone,Open Back,Dynamic,25,32,108,No,No,,,Portable on-ear,,On-Ear,60,,,,,Estimated
456,SENN_PX200,114,2,PX 200,Sennheiser PX 200,2004,,Discontinued,Headphone,Closed Back,Dynamic,25,32,108,No,No,,,,,On-Ear,90,,,,,Estimated
457,SENN_HE60,114,2,HE 60 (Orpheus),Sennheiser HE 60 / HEV 70,1991,,Discontinued,Headphone,Open Back,Electrostatic,,,,No,No,,,Baby Orpheus electrostatic,,Over-Ear,1500,,,,,Estimated
458,SONY_MDRSA5000,116,1,MDR-SA5000,Sony MDR-SA5000,2004,,Discontinued,Headphone,Open Back,Dynamic,50,70,102,No,No,,,Lightweight magnesium open-back,,Over-Ear,700,,,,,Estimated
459,SONY_MDRR10,116,1,MDR-R10,Sony MDR-R10,1989,,Discontinued,Headphone,Closed Back,Dynamic,50,40,100,No,No,,,Legendary wood-cup flagship,,Over-Ear,2500,,,,,Estimated
460,SONY_MDRCD3000,116,1,MDR-CD3000,Sony MDR-CD3000,1991,,Discontinued,Headphone,Closed Back,Dynamic,50,32,104,No,No,,,,,Over-Ear,600,,,,,Estimated
461,SONY_QUALIA010,116,1,Qualia 010 (MDR-Q010),Sony Qualia 010,2004,,Discontinued,Headphone,Open Back,Dynamic,70,8,104,No,No,,,Qualia-series flagship,,Over-Ear,2000,,,,,Estimated
462,SONY_MDRV600,91,1,MDR-V600,Sony MDR-V600,1992,,Discontinued,Studio,Closed Back,Dynamic,40,45,106,No,No,,,,,Over-Ear,150,,,,,Estimated
463,SONY_MDR7509HD,91,1,MDR-7509HD,Sony MDR-7509HD,2003,,Discontinued,Studio,Closed Back,Dynamic,50,24,107,No,No,,,Larger-driver pro model,,Over-Ear,300,,,,,Estimated
464,SONY_MDRXB700,93,1,MDR-XB700,Sony MDR-XB700,2009,,Discontinued,Headphone,Closed Back,Dynamic,50,24,106,No,No,,,Original Extra Bass over-ear,,Over-Ear,120,Bassy,,,,Estimated
465,AKG_K1000,117,5,K1000,AKG K1000,1989,,Discontinued,Headphone,Open Back,Dynamic,,120,74,No,No,,,"Ear-speaker, hinged off-ear design",,Over-Ear,700,,,,,Estimated
466,AKG_K240SEXTETT,117,5,K240 Sextett,AKG K240 Sextett,1979,,Discontinued,Headphone,Semi-Open,Dynamic,30,600,92,No,No,,,Passive-radiator classic,,Over-Ear,100,,,,,Estimated
467,AKG_K340,117,5,K340,AKG K340,1978,,Discontinued,Headphone,Closed Back,Hybrid,,400,93,No,No,,,Dynamic + electrostatic hybrid,,Over-Ear,300,,,,,Estimated
468,AKG_K501,117,5,K501,AKG K501,1995,,Discontinued,Headphone,Open Back,Dynamic,50,120,97,No,No,,AKG_K601,,,Over-Ear,250,,,,,Estimated
469,AKG_K601,117,5,K601,AKG K601,2005,,Discontinued,Headphone,Open Back,Dynamic,50,120,97,No,No,AKG_K501,,,,Over-Ear,200,,,,,Estimated
470,AKG_K271,97,5,K271 Studio,AKG K271 Studio,2003,,Discontinued,Studio,Closed Back,Dynamic,30,55,91,No,No,,AKG_K271MK2,,,Over-Ear,150,,,,,Estimated
471,AKG_K141,97,5,K141 Studio,AKG K141 Studio,2003,,Active,Studio,Semi-Open,Dynamic,30,55,101,No,No,,,,,Over-Ear,100,,,,,Estimated
472,BEYER_DT48,121,6,DT 48,Beyerdynamic DT 48,1937,,Discontinued,Headphone,Closed Back,Dynamic,45,200,96,No,No,,,Among the oldest headphones in continuous production,,Over-Ear,150,,,,,Estimated
473,BEYER_DT831,121,6,DT 831,Beyerdynamic DT 831,1994,,Discontinued,Headphone,Closed Back,Dynamic,45,250,96,No,No,,,,,Over-Ear,200,,,,,Estimated
474,BEYER_DT880_2005,17,6,DT 880 Edition (2005),Beyerdynamic DT 880 Edition (2005),2005,,Active,Headphone,Semi-Open,Dynamic,45,250,96,No,No,BEYER_DT880,,Consumer Edition revision,,Over-Ear,300,,,,,Estimated
475,BEYER_DT150,121,6,DT 150,Beyerdynamic DT 150,1980,,Active,Studio,Closed Back,Dynamic,45,250,102,No,No,,,Broadcast monitoring classic,,Over-Ear,200,,,,,Estimated
476,BEYER_DT100,121,6,DT 100,Beyerdynamic DT 100,1965,,Legacy Active,Studio,Closed Back,Dynamic,45,400,115,No,No,,,Broadcast/studio staple,,Over-Ear,180,,,,,Estimated
477,ATECH_M50,10,4,ATH-M50,Audio-Technica ATH-M50,2007,,Discontinued,Studio,Closed Back,Dynamic,45,38,99,No,No,,ATECH_M50X,"The original M50, fixed cable",,Over-Ear,199,,,,,Estimated
478,ATECH_ESW9,118,4,ATH-ESW9,Audio-Technica ATH-ESW9,2006,,Discontinued,Headphone,Closed Back,Dynamic,42,42,100,No,No,,,Portable wood on-ear,,Over-Ear,300,,,,,Estimated
479,ATECH_ES7,118,4,ATH-ES7,Audio-Technica ATH-ES7,2005,,Discontinued,Headphone,Closed Back,Dynamic,42,42,102,No,No,,,,,Over-Ear,200,,,,,Estimated
480,ATECH_AD2000,12,4,ATH-AD2000,Audio-Technica ATH-AD2000,2005,,Discontinued,Headphone,Open Back,Dynamic,53,40,102,No,No,,ATECH_AD2000X,,,Over-Ear,600,,,,,Estimated
481,ATECH_L3000,13,4,ATH-L3000,Audio-Technica ATH-L3000,2002,,Discontinued,Headphone,Closed Back,Dynamic,53,40,102,No,No,,,Leather-wrapped wood flagship,,Over-Ear,2000,,,,,Estimated
482,ATECH_W1000,13,4,ATH-W1000,Audio-Technica ATH-W1000,2002,,Discontinued,Headphone,Closed Back,Dynamic,53,40,102,No,No,,ATECH_W1000Z,,,Over-Ear,500,,,,,Estimated
483,GRADO_SR60,119,12,SR60,Grado SR60,1991,,Discontinued,Headphone,Open Back,Dynamic,,32,99,No,No,,,The headphone that launched the Prestige line,,On-Ear,,,,,,Estimated
484,GRADO_RS1,42,12,RS1,Grado RS1,1994,,Discontinued,Headphone,Open Back,Dynamic,,32,99,No,No,,,Original mahogany Reference,,On-Ear,600,,,,,Estimated
485,GRADO_SR325I,41,12,SR325i,Grado SR325i,2008,,Discontinued,Headphone,Open Back,Dynamic,,32,99,No,No,,GRADO_SR325E,,,On-Ear,,,,,,Estimated
486,GRADO_GS1000,43,12,GS1000,Grado GS1000,2006,,Discontinued,Headphone,Open Back,Dynamic,,32,99,No,No,,,"First Statement-series, large bowl pads",,On-Ear,1000,,,,,Estimated
487,GRADO_PS1000,102,12,PS1000,Grado PS1000,2009,,Discontinued,Headphone,Open Back,Dynamic,,32,99,No,No,,GRADO_PS1000E,,,On-Ear,,,,,,Estimated
488,BOSE_TRIPORT,120,7,TriPort,Bose TriPort,2003,,Discontinued,Headphone,Closed Back,Dynamic,40,32,104,No,No,,BOSE_AE2,,,Over-Ear,100,,,,,Estimated
489,BOSE_QC2,120,7,QuietComfort 2,Bose QuietComfort 2,2003,,Discontinued,Headphone,Closed Back,Dynamic,40,30,107,No,Yes,,,Defined consumer ANC,,Over-Ear,300,,,,,Estimated
490,BOSE_QC15,21,7,QuietComfort 15,Bose QuietComfort 15,2009,,Discontinued,Headphone,Closed Back,Dynamic,40,30,107,No,Yes,,BOSE_QC25,Hugely popular wired ANC,,Over-Ear,300,,,,,Estimated
491,PHIL_SHP2000,9,3,SHP2000,Philips SHP2000,2008,,Discontinued,Headphone,Open Back,Dynamic,40,32,102,No,No,,,,,Over-Ear,,,,,,Estimated
492,ULTRA_HFI580,79,34,HFI-580,Ultrasone HFI-580,2008,,Discontinued,Headphone,Closed Back,Dynamic,40,75,94,No,No,,,S-Logic surround positioning,,Over-Ear,130,,,,,Estimated
493,DENON_D2000,76,31,AH-D2000,Denon AH-D2000,2007,,Discontinued,Headphone,Closed Back,Dynamic,50,25,106,No,No,,,Beloved bio-cellulose closed-back,,Over-Ear,350,,3.5mm,Yes,345,Estimated
494,DENON_D5000,76,31,AH-D5000,Denon AH-D5000,2007,,Discontinued,Headphone,Closed Back,Dynamic,50,25,106,No,No,,,Mahogany-cup classic,,Over-Ear,600,Warm,3.5mm,Yes,360,Estimated
495,FOSTEX_TH900,75,30,TH900,Fostex TH900,2011,,Discontinued,Headphone,Closed Back,Dynamic,50,25,100,No,No,,FOSTEX_TH900MK2,Original urushi-lacquer flagship,,Over-Ear,1500,,,,390,Estimated
496,PHIL_L1,8,3,L1,Philips Fidelio L1,2012,,Discontinued,Headphone,Open Back,Dynamic,,32,100,No,No,,,First Fidelio over-ear flagship,,Over-Ear,,,,,,Estimated
497,PHIL_L4,8,3,L4,Philips Fidelio L4,2024,,Active,Headphone,Closed Back,Dynamic,,32,100,Yes,Yes,PHIL_L3,,Wireless ANC flagship,,Over-Ear,,,,,,Estimated
498,PHIL_SHP9600,9,3,SHP9600,Philips SHP9600,2020,,Active,Headphone,Open Back,Dynamic,50,32,106,No,No,PHIL_SHP9500,,,,Over-Ear,,,,,,Estimated
499,PHIL_H8505,8,3,Fidelio H1,Philips Fidelio H1,2014,,Discontinued,Headphone,Open Back,Dynamic,,27,104,No,No,,,,,Over-Ear,,,,,,Estimated
500,SHURE_SRH240A,53,17,SRH240A,Shure SRH240A,2011,,Active,Studio,Closed Back,Dynamic,40,44,105,No,No,,,,,Over-Ear,,,,,,Estimated
501,SHURE_SRH440,53,17,SRH440,Shure SRH440,2009,,Active,Studio,Closed Back,Dynamic,40,44,105,No,No,,SHURE_SRH440A,,,Over-Ear,100,,,,218,Estimated
502,SHURE_SRH440A,53,17,SRH440A,Shure SRH440A,2023,,Active,Studio,Closed Back,Dynamic,40,44,105,No,No,SHURE_SRH440,,,,Over-Ear,,Analytical,3.5mm,Yes,159,Verified
503,SHURE_SRH840,53,17,SRH840,Shure SRH840,2009,,Active,Studio,Closed Back,Dynamic,40,44,99,No,No,,SHURE_SRH840A,,,Over-Ear,,,,,,Estimated
504,SHURE_SRH840A,53,17,SRH840A,Shure SRH840A,2023,,Active,Studio,Closed Back,Dynamic,40,44,99,No,No,SHURE_SRH840,,,,Over-Ear,,Neutral,3.5mm,Yes,218,Verified
505,SHURE_SRH750DJ,122,17,SRH750DJ,Shure SRH750DJ,2010,,Discontinued,Studio,Closed Back,Dynamic,50,32,105,No,No,,,,,Over-Ear,200,,,,269,Estimated
506,SHURE_SRH940,53,17,SRH940,Shure SRH940,2011,,Discontinued,Studio,Closed Back,Dynamic,40,42,100,No,No,,,,,Over-Ear,300,,,,305,Estimated
507,SHURE_SRH1440,53,17,SRH1440,Shure SRH1440,2012,,Active,Studio,Open Back,Dynamic,40,44,100,No,No,,,,,Over-Ear,250,,,,,Estimated
508,SHURE_AONIC40,54,17,AONIC 40,Shure AONIC 40,2022,,Active,Headphone,Closed Back,Dynamic,40,18,111,Yes,Yes,,,,,Over-Ear,,,,,,Estimated
509,ZMF_EIKON,123,27,Eikon,ZMF Eikon,2016,,Active,Headphone,Closed Back,Dynamic,,300,96,No,No,,,Bio-cellulose closed-back,,Over-Ear,1500,,,,420,Estimated
510,ZMF_ATTICUS,124,27,Atticus,ZMF Atticus,2016,,Active,Headphone,Closed Back,Dynamic,,300,96,No,No,,,Warm 'ZMF house sound',,Over-Ear,1200,,,,430,Estimated
511,ZMF_AEOLUS,124,27,Aeolus,ZMF Aeolus,2018,,Active,Headphone,Open Back,Dynamic,,300,96,No,No,,,Open-back Atticus sibling,,Over-Ear,1300,Warm Neutral,Dual 3.5mm,Yes,440,Verified
512,ZMF_ATRIUMCLOSED,71,27,Atrium Closed,ZMF Atrium Closed,2023,,Active,Headphone,Closed Back,Dynamic,,300,96,No,No,,,,,Over-Ear,,,,,,Estimated
513,ZMF_BOKEHOPEN,125,27,Bokeh Open,ZMF Bokeh Open,2024,,Active,Headphone,Open Back,Dynamic,,300,96,No,No,,,,,Over-Ear,,,,,,Estimated
514,ZMF_BOKEHCLOSED,125,27,Bokeh Closed,ZMF Bokeh Closed,2024,,Active,Headphone,Closed Back,Dynamic,,300,96,No,No,,,,,Over-Ear,,,,,,Estimated
515,ZMF_CALDERACLOSED,72,27,Caldera Closed,ZMF Caldera Closed,2024,,Active,Headphone,Closed Back,Planar Magnetic,,55,96,No,No,ZMF_CALDERA,,,,Over-Ear,,,,,,Estimated
